candle_num,timestamp,slug,title,btc_open,btc_close,btc_delta,actual_direction,decision,side_bought,buy_price,bet_amount,won,pnl,pnl_pct,cumulative_pnl,balance,win_rate,decision_btc_price,decision_delta
65,2026-02-23T05:45:01.127386+00:00,btc-updown-5m-1771825200,"Bitcoin Up or Down - February 23, 12:40AM-12:45AM ET",65046.01,65024.69,-21.32,DOWN,BUY_DOWN,DOWN,0.5300,5.00,True,4.4340,88.68,30.1276,40.1276,65.5,65031.41,-14.60
66,2026-02-23T05:55:01.136198+00:00,btc-updown-5m-1771825800,"Bitcoin Up or Down - February 23, 12:50AM-12:55AM ET",65003.89,65013.01,9.12,UP,BUY_DOWN,DOWN,0.5300,5.00,False,-5.0000,-100.00,25.1276,35.1276,63.3,64997.49,-6.40
67,2026-02-23T06:05:01.128923+00:00,btc-updown-5m-1771826400,"Bitcoin Up or Down - February 23, 1:00AM-1:05AM ET",65070.91,65129.68,58.77,UP,BUY_DOWN,DOWN,0.5400,5.00,False,-5.0000,-100.00,20.1276,30.1276,61.3,65064.01,-6.90
68,2026-02-23T06:15:01.135494+00:00,btc-updown-5m-1771827000,"Bitcoin Up or Down - February 23, 1:10AM-1:15AM ET",65198.72,65350.01,151.29,UP,BUY_DOWN,DOWN,0.5800,5.00,False,-5.0000,-100.00,15.1276,25.1276,59.4,65186.02,-12.70
69,2026-02-23T06:25:01.137106+00:00,btc-updown-5m-1771827600,"Bitcoin Up or Down - February 23, 1:20AM-1:25AM ET",65318.18,65379.52,61.34,UP,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,15.1276,25.1276,59.4,65355.74,37.56
70,2026-02-23T06:35:01.123598+00:00,btc-updown-5m-1771828200,"Bitcoin Up or Down - February 23, 1:30AM-1:35AM ET",65310.01,65410.58,100.57,UP,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,15.1276,25.1276,59.4,65310.29,0.28
71,2026-02-23T06:45:01.122299+00:00,btc-updown-5m-1771828800,"Bitcoin Up or Down - February 23, 1:40AM-1:45AM ET",65622.76,65533.41,-89.35,DOWN,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,15.1276,25.1276,59.4,65621.37,-1.39
72,2026-02-23T06:55:01.119672+00:00,btc-updown-5m-1771829400,"Bitcoin Up or Down - February 23, 1:50AM-1:55AM ET",65665.63,65792.49,126.86,UP,SKIP_EXPENSIVE,,0.7700,0.00,False,0.0000,0.00,15.1276,25.1276,59.4,65724.89,59.26
73,2026-02-23T07:05:01.121402+00:00,btc-updown-5m-1771830000,"Bitcoin Up or Down - February 23, 2:00AM-2:05AM ET",65757.32,65839.92,82.60,UP,BUY_UP,UP,0.5500,5.00,True,4.0909,81.82,19.2185,29.2185,60.6,65766.23,8.91
74,2026-02-23T07:15:01.129142+00:00,btc-updown-5m-1771830600,"Bitcoin Up or Down - February 23, 2:10AM-2:15AM ET",65750.00,65790.76,40.76,UP,SKIP_EXPENSIVE,,0.6100,0.00,False,0.0000,0.00,19.2185,29.2185,60.6,65724.84,-25.16
75,2026-02-23T07:25:01.134864+00:00,btc-updown-5m-1771831200,"Bitcoin Up or Down - February 23, 2:20AM-2:25AM ET",65781.01,65729.69,-51.32,DOWN,BUY_DOWN,DOWN,0.5700,5.00,True,3.7719,75.44,22.9905,32.9905,61.8,65780.83,-0.18
76,2026-02-23T07:35:01.142089+00:00,btc-updown-5m-1771831800,"Bitcoin Up or Down - February 23, 2:30AM-2:35AM ET",65689.66,65790.22,100.56,UP,BUY_DOWN,DOWN,0.5500,5.00,False,-5.0000,-100.00,17.9905,27.9905,60.0,65689.65,-0.01
77,2026-02-23T07:45:01.120511+00:00,btc-updown-5m-1771832400,"Bitcoin Up or Down - February 23, 2:40AM-2:45AM ET",65944.01,65949.06,5.05,UP,SKIP_EXPENSIVE,,0.7300,0.00,False,0.0000,0.00,17.9905,27.9905,60.0,66002.25,58.24
78,2026-02-23T07:55:01.140332+00:00,btc-updown-5m-1771833000,"Bitcoin Up or Down - February 23, 2:50AM-2:55AM ET",65924.22,65947.52,23.30,UP,BUY_UP,UP,0.5100,5.00,True,4.8039,96.08,22.7944,32.7944,61.1,65926.03,1.81
79,2026-02-23T08:05:01.140025+00:00,btc-updown-5m-1771833600,"Bitcoin Up or Down - February 23, 3:00AM-3:05AM ET",65958.94,65816.08,-142.86,DOWN,SKIP_EXPENSIVE,,0.7000,0.00,False,0.0000,0.00,22.7944,32.7944,61.1,65929.27,-29.67
80,2026-02-23T08:15:01.132552+00:00,btc-updown-5m-1771834200,"Bitcoin Up or Down - February 23, 3:10AM-3:15AM ET",65726.90,65846.03,119.13,UP,SKIP_EXPENSIVE,,0.6500,0.00,False,0.0000,0.00,22.7944,32.7944,61.1,65753.85,26.95
81,2026-02-23T08:25:01.134037+00:00,btc-updown-5m-1771834800,"Bitcoin Up or Down - February 23, 3:20AM-3:25AM ET",65759.12,65649.89,-109.23,DOWN,SKIP_EXPENSIVE,,0.6700,0.00,False,0.0000,0.00,22.7944,32.7944,61.1,65727.74,-31.38
82,2026-02-23T08:35:01.121629+00:00,btc-updown-5m-1771835400,"Bitcoin Up or Down - February 23, 3:30AM-3:35AM ET",65682.68,65660.06,-22.62,DOWN,BUY_UP,UP,0.5100,5.00,False,-5.0000,-100.00,17.7944,27.7944,59.5,65686.09,3.41
83,2026-02-23T08:45:01.134634+00:00,btc-updown-5m-1771836000,"Bitcoin Up or Down - February 23, 3:40AM-3:45AM ET",65616.74,65618.09,1.35,UP,BUY_UP,UP,0.5600,5.00,True,3.9286,78.57,21.7229,31.7229,60.5,65621.00,4.26
84,2026-02-23T08:55:01.136932+00:00,btc-updown-5m-1771836600,"Bitcoin Up or Down - February 23, 3:50AM-3:55AM ET",65613.98,65594.54,-19.44,DOWN,BUY_DOWN,DOWN,0.5200,5.00,True,4.6154,92.31,26.3383,36.3383,61.5,65612.65,-1.33
85,2026-02-23T09:05:01.123077+00:00,btc-updown-5m-1771837200,"Bitcoin Up or Down - February 23, 4:00AM-4:05AM ET",65676.44,65815.39,138.95,UP,SKIP_EXPENSIVE,,0.7000,0.00,False,0.0000,0.00,26.3383,36.3383,61.5,65720.10,43.66
86,2026-02-23T09:15:01.136003+00:00,btc-updown-5m-1771837800,"Bitcoin Up or Down - February 23, 4:10AM-4:15AM ET",65787.45,65816.86,29.41,UP,SKIP_FLAT,,0.0000,0.00,False,0.0000,0.00,26.3383,36.3383,61.5,65787.45,0.00
87,2026-02-23T09:25:01.139988+00:00,btc-updown-5m-1771838400,"Bitcoin Up or Down - February 23, 4:20AM-4:25AM ET",65738.42,65772.67,34.25,UP,BUY_UP,UP,0.5800,5.00,True,3.6207,72.41,29.9590,39.9590,62.5,65750.63,12.21
88,2026-02-23T09:35:01.141482+00:00,btc-updown-5m-1771839000,"Bitcoin Up or Down - February 23, 4:30AM-4:35AM ET",65844.09,66158.99,314.90,UP,SKIP_EXPENSIVE,,0.6700,0.00,False,0.0000,0.00,29.9590,39.9590,62.5,65829.58,-14.51
89,2026-02-23T09:45:01.122432+00:00,btc-updown-5m-1771839600,"Bitcoin Up or Down - February 23, 4:40AM-4:45AM ET",66279.19,66291.37,12.18,UP,SKIP_EXPENSIVE,,0.6400,0.00,False,0.0000,0.00,29.9590,39.9590,62.5,66259.31,-19.88
90,2026-02-23T09:55:01.126246+00:00,btc-updown-5m-1771840200,"Bitcoin Up or Down - February 23, 4:50AM-4:55AM ET",66314.58,66456.50,141.92,UP,SKIP_EXPENSIVE,,0.7400,0.00,False,0.0000,0.00,29.9590,39.9590,62.5,66255.75,-58.83
91,2026-02-23T10:05:01.134427+00:00,btc-updown-5m-1771840800,"Bitcoin Up or Down - February 23, 5:00AM-5:05AM ET",66404.91,66488.54,83.63,UP,SKIP_EXPENSIVE,,0.6600,0.00,False,0.0000,0.00,29.9590,39.9590,62.5,66367.91,-37.00
92,2026-02-23T10:15:01.140162+00:00,btc-updown-5m-1771841400,"Bitcoin Up or Down - February 23, 5:10AM-5:15AM ET",66358.24,66317.39,-40.85,DOWN,BUY_UP,UP,0.5100,5.00,False,-5.0000,-100.00,24.9590,34.9590,61.0,66358.40,0.16
93,2026-02-23T10:25:00.763010+00:00,btc-updown-5m-1771842000,"Bitcoin Up or Down - February 23, 5:20AM-5:25AM ET",66456.50,66441.99,-14.51,DOWN,SKIP_NO_ASKS,,0.0000,0.00,False,0.0000,0.00,24.9590,34.9590,61.0,66459.87,3.37
94,2026-02-23T10:35:01.159736+00:00,btc-updown-5m-1771842600,"Bitcoin Up or Down - February 23, 5:30AM-5:35AM ET",66363.25,66294.01,-69.24,DOWN,BUY_DOWN,DOWN,0.5400,5.00,True,4.2593,85.19,29.2183,39.2183,61.9,66356.62,-6.63
95,2026-02-23T10:45:01.135841+00:00,btc-updown-5m-1771843200,"Bitcoin Up or Down - February 23, 5:40AM-5:45AM ET",66266.03,66342.62,76.59,UP,SKIP_EXPENSIVE,,0.7500,0.00,False,0.0000,0.00,29.2183,39.2183,61.9,66296.54,30.51
96,2026-02-23T10:55:01.143501+00:00,btc-updown-5m-1771843800,"Bitcoin Up or Down - February 23, 5:50AM-5:55AM ET",66302.68,66365.95,63.27,UP,BUY_UP,UP,0.5500,5.00,True,4.0909,81.82,33.3092,43.3092,62.8,66306.30,3.62
97,2026-02-23T11:05:01.140425+00:00,btc-updown-5m-1771844400,"Bitcoin Up or Down - February 23, 6:00AM-6:05AM ET",66319.69,66255.97,-63.72,DOWN,BUY_UP,UP,0.5200,5.00,False,-5.0000,-100.00,28.3092,38.3092,61.4,66323.22,3.53
98,2026-02-23T11:15:01.119085+00:00,btc-updown-5m-1771845000,"Bitcoin Up or Down - February 23, 6:10AM-6:15AM ET",66337.99,66367.08,29.09,UP,BUY_UP,UP,0.5500,5.00,True,4.0909,81.82,32.4001,42.4001,62.2,66362.46,24.47
99,2026-02-23T11:25:01.137941+00:00,btc-updown-5m-1771845600,"Bitcoin Up or Down - February 23, 6:20AM-6:25AM ET",66447.39,66329.46,-117.93,DOWN,BUY_DOWN,DOWN,0.6000,5.00,True,3.3333,66.67,35.7334,45.7334,63.0,66439.95,-7.44
100,2026-02-23T11:35:01.128342+00:00,btc-updown-5m-1771846200,"Bitcoin Up or Down - February 23, 6:30AM-6:35AM ET",66325.30,66274.00,-51.30,DOWN,SKIP_EXPENSIVE,,0.7100,0.00,False,0.0000,0.00,35.7334,45.7334,63.0,66292.53,-32.77
101,2026-02-23T11:45:01.128986+00:00,btc-updown-5m-1771846800,"Bitcoin Up or Down - February 23, 6:40AM-6:45AM ET",66174.53,66139.57,-34.96,DOWN,SKIP_FLAT,,0.0000,0.00,False,0.0000,0.00,35.7334,45.7334,63.0,66174.53,0.00
102,2026-02-23T11:55:01.132671+00:00,btc-updown-5m-1771847400,"Bitcoin Up or Down - February 23, 6:50AM-6:55AM ET",66143.01,66168.09,25.08,UP,SKIP_EXPENSIVE,,0.8200,0.00,False,0.0000,0.00,35.7334,45.7334,63.0,66199.99,56.98
103,2026-02-23T12:05:01.125475+00:00,btc-updown-5m-1771848000,"Bitcoin Up or Down - February 23, 7:00AM-7:05AM ET",66207.23,66182.72,-24.51,DOWN,BUY_DOWN,DOWN,0.6000,5.00,True,3.3333,66.67,39.0668,49.0668,63.8,66188.93,-18.30
104,2026-02-23T12:15:01.125368+00:00,btc-updown-5m-1771848600,"Bitcoin Up or Down - February 23, 7:10AM-7:15AM ET",66188.01,66220.82,32.81,UP,BUY_UP,UP,0.5700,5.00,True,3.7719,75.44,42.8387,52.8387,64.6,66191.71,3.70
105,2026-02-23T12:25:01.139911+00:00,btc-updown-5m-1771849200,"Bitcoin Up or Down - February 23, 7:20AM-7:25AM ET",66191.60,66120.99,-70.61,DOWN,SKIP_EXPENSIVE,,0.8400,0.00,False,0.0000,0.00,42.8387,52.8387,64.6,66127.92,-63.68
106,2026-02-23T12:35:01.147101+00:00,btc-updown-5m-1771849800,"Bitcoin Up or Down - February 23, 7:30AM-7:35AM ET",66138.83,65954.55,-184.28,DOWN,BUY_DOWN,DOWN,0.5000,5.00,True,5.0000,100.00,47.8387,57.8387,65.3,66138.82,-0.01
107,2026-02-23T12:45:01.136083+00:00,btc-updown-5m-1771850400,"Bitcoin Up or Down - February 23, 7:40AM-7:45AM ET",66243.80,66421.47,177.67,UP,SKIP_EXPENSIVE,,0.6100,0.00,False,0.0000,0.00,47.8387,57.8387,65.3,66268.60,24.80
108,2026-02-23T12:55:01.132197+00:00,btc-updown-5m-1771851000,"Bitcoin Up or Down - February 23, 7:50AM-7:55AM ET",66367.55,66332.75,-34.80,DOWN,SKIP_EXPENSIVE,,0.6600,0.00,False,0.0000,0.00,47.8387,57.8387,65.3,66322.55,-45.00
109,2026-02-23T13:05:01.116362+00:00,btc-updown-5m-1771851600,"Bitcoin Up or Down - February 23, 8:00AM-8:05AM ET",66280.40,66254.67,-25.73,DOWN,BUY_UP,UP,0.5600,5.00,False,-5.0000,-100.00,42.8387,52.8387,64.0,66292.10,11.70
110,2026-02-23T13:15:01.140067+00:00,btc-updown-5m-1771852200,"Bitcoin Up or Down - February 23, 8:10AM-8:15AM ET",66329.29,66207.24,-122.05,DOWN,BUY_UP,UP,0.5400,5.00,False,-5.0000,-100.00,37.8387,47.8387,62.7,66338.00,8.71
111,2026-02-23T13:25:01.127839+00:00,btc-updown-5m-1771852800,"Bitcoin Up or Down - February 23, 8:20AM-8:25AM ET",66192.60,66171.25,-21.35,DOWN,SKIP_FLAT,,0.0000,0.00,False,0.0000,0.00,37.8387,47.8387,62.7,66192.60,0.00
112,2026-02-23T13:35:01.123554+00:00,btc-updown-5m-1771853400,"Bitcoin Up or Down - February 23, 8:30AM-8:35AM ET",66226.66,66182.54,-44.12,DOWN,BUY_UP,UP,0.5800,5.00,False,-5.0000,-100.00,32.8387,42.8387,61.5,66240.29,13.63
113,2026-02-23T13:45:01.145380+00:00,btc-updown-5m-1771854000,"Bitcoin Up or Down - February 23, 8:40AM-8:45AM ET",66178.98,66340.94,161.96,UP,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,32.8387,42.8387,61.5,66226.00,47.02
114,2026-02-23T13:55:01.129331+00:00,btc-updown-5m-1771854600,"Bitcoin Up or Down - February 23, 8:50AM-8:55AM ET",66365.24,66258.32,-106.92,DOWN,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,32.8387,42.8387,61.5,66352.57,-12.67
115,2026-02-23T14:05:01.132186+00:00,btc-updown-5m-1771855200,"Bitcoin Up or Down - February 23, 9:00AM-9:05AM ET",66132.66,66189.66,57.00,UP,SKIP_COOLDOWN,,0.0000,0.00,False,0.0000,0.00,32.8387,42.8387,61.5,66140.19,7.53
116,2026-02-23T14:15:01.118943+00:00,btc-updown-5m-1771855800,"Bitcoin Up or Down - February 23, 9:10AM-9:15AM ET",66236.07,66252.36,16.29,UP,BUY_UP,UP,0.5200,5.00,True,4.6154,92.31,37.4541,47.4541,62.3,66238.58,2.51
117,2026-02-23T14:25:00.768079+00:00,btc-updown-5m-1771856400,"Bitcoin Up or Down - February 23, 9:20AM-9:25AM ET",66141.16,66064.88,-76.28,DOWN,SKIP_NO_ASKS,,0.0000,0.00,False,0.0000,0.00,37.4541,47.4541,62.3,66101.01,-40.15
118,2026-02-23T14:35:01.128538+00:00,btc-updown-5m-1771857000,"Bitcoin Up or Down - February 23, 9:30AM-9:35AM ET",66086.26,65932.24,-154.02,DOWN,SKIP_EXPENSIVE,,0.6400,0.00,False,0.0000,0.00,37.4541,47.4541,62.3,66049.54,-36.72
119,2026-02-23T14:45:01.118104+00:00,btc-updown-5m-1771857600,"Bitcoin Up or Down - February 23, 9:40AM-9:45AM ET",65845.29,65812.36,-32.93,DOWN,BUY_UP,UP,0.5300,5.00,False,-5.0000,-100.00,32.4541,42.4541,61.1,65847.22,1.93
120,2026-02-23T14:55:01.138602+00:00,btc-updown-5m-1771858200,"Bitcoin Up or Down - February 23, 9:50AM-9:55AM ET",65649.99,65940.06,290.07,UP,SKIP_EXPENSIVE,,0.7200,0.00,False,0.0000,0.00,32.4541,42.4541,61.1,65742.00,92.01
121,2026-02-23T15:05:01.131912+00:00,btc-updown-5m-1771858800,"Bitcoin Up or Down - February 23, 10:00AM-10:05AM ET",65923.53,65752.07,-171.46,DOWN,BUY_DOWN,DOWN,0.5300,5.00,True,4.4340,88.68,36.8880,46.8880,61.8,65918.21,-5.32
122,2026-02-23T15:15:01.124016+00:00,btc-updown-5m-1771859400,"Bitcoin Up or Down - February 23, 10:10AM-10:15AM ET",65855.01,65958.25,103.24,UP,SKIP_EXPENSIVE,,0.6600,0.00,False,0.0000,0.00,36.8880,46.8880,61.8,65903.57,48.56
123,2026-02-23T15:25:01.110284+00:00,btc-updown-5m-1771860000,"Bitcoin Up or Down - February 23, 10:20AM-10:25AM ET",66012.84,65924.46,-88.38,DOWN,BUY_DOWN,DOWN,0.5900,5.00,True,3.4746,69.49,40.3626,50.3626,62.5,65976.00,-36.84
124,2026-02-23T15:35:01.101805+00:00,btc-updown-5m-1771860600,"Bitcoin Up or Down - February 23, 10:30AM-10:35AM ET",65806.54,65798.47,-8.07,DOWN,SKIP_EXPENSIVE,,0.6300,0.00,False,0.0000,0.00,40.3626,50.3626,62.5,65773.81,-32.73
125,2026-02-23T15:45:01.109367+00:00,btc-updown-5m-1771861200,"Bitcoin Up or Down - February 23, 10:40AM-10:45AM ET",65827.01,65794.14,-32.87,DOWN,SKIP_EXPENSIVE,,0.6800,0.00,False,0.0000,0.00,40.3626,50.3626,62.5,65779.01,-48.00
126,2026-02-23T15:55:01.118626+00:00,btc-updown-5m-1771861800,"Bitcoin Up or Down - February 23, 10:50AM-10:55AM ET",65808.08,65661.56,-146.52,DOWN,BUY_DOWN,DOWN,0.4800,5.00,True,5.4167,108.33,45.7793,55.7793,63.2,65804.90,-3.18
127,2026-02-23T16:05:01.118722+00:00,btc-updown-5m-1771862400,"Bitcoin Up or Down - February 23, 11:00AM-11:05AM ET",65660.10,65395.40,-264.70,DOWN,BUY_DOWN,DOWN,0.5500,5.00,True,4.0909,81.82,49.8702,59.8702,63.8,65656.16,-3.94
128,2026-02-23T16:15:01.126829+00:00,btc-updown-5m-1771863000,"Bitcoin Up or Down - February 23, 11:10AM-11:15AM ET",65415.24,65225.99,-189.25,DOWN,SKIP_EXPENSIVE,,0.6800,0.00,False,0.0000,0.00,49.8702,59.8702,63.8,65465.41,50.17
129,2026-02-23T16:25:01.118628+00:00,btc-updown-5m-1771863600,"Bitcoin Up or Down - February 23, 11:20AM-11:25AM ET",65491.58,65390.24,-101.34,DOWN,BUY_UP,UP,0.5600,5.00,False,-5.0000,-100.00,44.8702,54.8702,62.7,65525.21,33.63
130,2026-02-23T16:35:01.146798+00:00,btc-updown-5m-1771864200,"Bitcoin Up or Down - February 23, 11:30AM-11:35AM ET",65633.14,65475.24,-157.90,DOWN,SKIP_EXPENSIVE,,0.6400,0.00,False,0.0000,0.00,44.8702,54.8702,62.7,65684.30,51.16
